proposer_name,responder_name,proposer_race,responder_race
Mr. Secody,Ms. Fischer,Native,White
Ms. Walkingeagle,Mr. Ramirez,Native,Hispanic
Ms. Heavyrunner,Ms. Knapp,Native,White
Mr. Shije,Mr. Tan,Native,Asian
Ms. Huang,Mr. Laughing,Asian,Native
Mr. Perez,Ms. Rojas,Hispanic,Hispanic
Mr. Metellus,Mr. Thao,Black,Asian
Mr. Phan,Ms. Zhu,Asian,Asian
Mr. Hwang,Mr. Owusu,Asian,Black
Mr. Delgado,Mr. Todacheene,Hispanic,Native
Ms. Moyer,Mr. Kameroff,White,Native
Ms. Desta,Mr. Molina,Black,Hispanic
Ms. Howe,Mr. Hurley,White,White
Mr. Tang,Ms. Kallestewa,Asian,Native
Mr. Spottedeagle,Mr. Petitfrere,Native,Black
Ms. Estrada,Ms. Castaneda,Hispanic,Hispanic
Ms. Erickson,Ms. Wigfall,White,Black
Mr. Abebe,Ms. Yoon,Black,Asian
Ms. Yellowman,Ms. Figueroa,Native,Hispanic
Mr. Tang,Mr. Kallestewa,Asian,Native
Mr. Kramer,Mr. Weber,White,White
Ms. Weiss,Ms. Yoder,White,White
Ms. Munoz,Mr. Rios,Hispanic,Hispanic
Mr. Blackgoat,Ms. Jeanpierre,Native,Black
Ms. Schaefer,Mr. Cosay,White,Native
Ms. Tabaha,Ms. Guo,Native,Asian
Ms. Owusu,Ms. Boykins,Black,Black
Ms. Lim,Ms. Ulysse,Asian,Black
Ms. Garza,Mr. Shaffer,Hispanic,White
Ms. Herman,Ms. Chen,White,Asian
Ms. Bienaime,Mr. Ruiz,Black,Hispanic
Ms. Castillo,Ms. Diop,Hispanic,Black
Ms. Chasinghawk,Ms. Herrera,Native,Hispanic
Ms. Wolf,Mr. Solis,White,Hispanic
Ms. Swanson,Mr. Peshlakai,White,Native
Ms. Secody,Ms. Fischer,Native,White
Ms. Blankenship,Mr. Rios,White,Hispanic
Ms. Guerrero,Ms. Yang,Hispanic,Asian
Mr. Kang,Ms. Case,Asian,White
Ms. Morales,Ms. Peshlakai,Hispanic,Native
Ms. Vo,Ms. Fischer,Asian,White
Mr. Luu,Ms. Zamora,Asian,Hispanic
Ms. Shije,Ms. Keita,Native,Black
Ms. Flynn,Mr. Ng,White,Asian
Mr. Kallestewa,Ms. Opoku,Native,Black
Ms. Dinh,Mr. Friedman,Asian,White
Ms. Bullbear,Ms. Keams,Native,Native
Mr. Saintlouis,Mr. Tang,Black,Asian
Mr. Appiah,Ms. Rasmussen,Black,White
Ms. Lawal,Mr. Delgado,Black,Hispanic
Mr. Brennan,Mr. Chinana,White,Native
Ms. Zhu,Ms. Fobbs,Asian,Black
Ms. Gallagher,Mr. Vega,White,Hispanic
Mr. Chasinghawk,Mr. Lai,Native,Asian
Ms. Sweeney,Ms. Bedonie,White,Native
Mr. Perez,Mr. Sesay,Hispanic,Black
Ms. Ly,Ms. Russo,Asian,White
Ms. Shije,Mr. Atcitty,Native,Native
Mr. Velasquez,Mr. Chavez,Hispanic,Hispanic
Ms. Wagner,Mr. Tsethlikai,White,Native
Ms. Kramer,Ms. Weber,White,White
Mr. Apachito,Ms. Wauneka,Native,Native
Ms. Hu,Ms. Bangura,Asian,Black
Ms. Swanson,Ms. Boykins,White,Black
Ms. Nielsen,Ms. Clitso,White,Native
Ms. Beck,Mr. Mejia,White,Hispanic
Ms. Huang,Ms. Mccarthy,Asian,White
Ms. Gadson,Mr. Ngo,Black,Asian
Mr. Nielsen,Mr. Hurley,White,White
Mr. Schultz,Ms. Reilly,White,White
Mr. Garcia,Mr. Hanson,Hispanic,White
Mr. Wolfe,Ms. Cabrera,White,Hispanic
Ms. Chu,Mr. Blackhorse,Asian,Native
Mr. Bui,Mr. Ayze,Asian,Native
Mr. Dominguez,Ms. Vargas,Hispanic,Hispanic
Ms. Littlelight,Mr. Kim,Native,Asian
Ms. Gupta,Mr. Wauneka,Asian,Native
Ms. Dorvil,Ms. Torres,Black,Hispanic
Mr. Ng,Mr. Carrillo,Asian,Hispanic
Ms. Padilla,Mr. Parsons,Hispanic,White
Ms. Rasmussen,Ms. Jimenez,White,Hispanic
Ms. Arias,Ms. Nez,Hispanic,Native
Mr. Claw,Ms. Tam,Native,Asian
Mr. Yellowhair,Mr. Krueger,Native,White
Ms. Hanson,Ms. Walkingeagle,White,Native
Ms. Hess,Ms. Morse,White,White
Mr. Gadson,Ms. Etsitty,Black,Native
Mr. Ortiz,Mr. Cho,Hispanic,Asian
Ms. Heavyrunner,Ms. Lin,Native,Asian
Ms. Escobar,Mr. Toure,Hispanic,Black
Ms. Sesay,Mr. Delgado,Black,Hispanic
Ms. Jeancharles,Ms. Nwosu,Black,Black
Ms. Yan,Mr. Tesfaye,Asian,Black
Mr. Lu,Mr. Li,Asian,Asian
Ms. Blackhorse,Ms. Gallegos,Native,Hispanic
Mr. Desir,Ms. Lin,Black,Asian
Ms. Shin,Mr. Meyer,Asian,White
Ms. Schultz,Mr. Yoo,White,Asian
Ms. Hu,Mr. Le,Asian,Asian
Ms. Serrano,Ms. Figueroa,Hispanic,Hispanic
Mr. Weiss,Ms. Littlelight,White,Native
Mr. Melendez,Ms. Ethelbah,Hispanic,Native
Ms. Altaha,Ms. Runningcrane,Native,Native
Ms. Blankenship,Ms. Rios,White,Hispanic
Ms. Nwosu,Ms. Pan,Black,Asian
Mr. Hanson,Ms. Herrera,White,Hispanic
Ms. Leaks,Ms. Wu,Black,Asian
Mr. Nwosu,Ms. Cephas,Black,Black
Mr. Dorvil,Ms. Keller,Black,White
Mr. Yellowman,Ms. Thai,Native,Asian
Mr. Torres,Ms. Secody,Hispanic,Native
Ms. Jeanjacques,Ms. Bitsui,Black,Native
Mr. Begum,Mr. Ajayi,Asian,Black
Mr. Wolf,Mr. Solis,White,Hispanic
Mr. Morales,Mr. Peshlakai,Hispanic,Native
Ms. Filsaime,Mr. Madplume,Black,Native
Mr. Yepa,Mr. Vo,Native,Asian
Ms. Huynh,Mr. Chiu,Asian,Asian
Mr. Twobulls,Mr. Macias,Native,Hispanic
Ms. Chinana,Ms. Pena,Native,Hispanic
Mr. Chen,Mr. Medina,Asian,Hispanic
Ms. Reilly,Ms. Hailu,White,Black
Ms. Rivera,Ms. Saintlouis,Hispanic,Black
Mr. Jacobson,Ms. Saintil,White,Black
Ms. Hahn,Mr. Wolfe,White,White
Ms. Nunez,Mr. Figueroa,Hispanic,Hispanic
Ms. Becenti,Mr. Wigfall,Native,Black
Ms. Kidane,Mr. Jimenez,Black,Hispanic
Mr. Blueeyes,Ms. Huffman,Native,White
Ms. Hyppolite,Ms. Chinana,Black,Native
Mr. Castaneda,Mr. Rios,Hispanic,Hispanic
Ms. Toure,Ms. Padilla,Black,Hispanic
Ms. Ayala,Mr. Rivas,Hispanic,Hispanic
Mr. Sandoval,Mr. Mohamud,Hispanic,Black
Mr. Edouard,Mr. Berg,Black,White
Mr. Christensen,Mr. Ulysse,White,Black
Mr. Oneill,Mr. Gonzalez,White,Hispanic
Ms. Cabrera,Ms. Parsons,Hispanic,White
Ms. Cline,Ms. Meza,White,Hispanic
Mr. Cervantes,Ms. Avila,Hispanic,Hispanic
Ms. Becker,Mr. Campos,White,Hispanic
Ms. Guo,Ms. Huber,Asian,White
Ms. Yoo,Mr. Cheung,Asian,Asian
Ms. Phan,Ms. Oconnor,Asian,White
Ms. Conrad,Mr. Whitehat,White,Native
Mr. Han,Mr. Salazar,Asian,Hispanic
Mr. Begaye,Mr. Trevino,Native,Hispanic
Ms. Aguirre,Ms. Gutierrez,Hispanic,Hispanic
Mr. Cowboy,Ms. Boateng,Native,Black
Ms. Hardnett,Ms. Chu,Black,Asian
Ms. Rodriguez,Mr. Hernandez,Hispanic,Hispanic
Ms. Clah,Mr. Wang,Native,Asian
Ms. Jensen,Mr. Xu,White,Asian
Ms. Larsen,Mr. Tang,White,Asian
Mr. Moreno,Ms. Huynh,Hispanic,Asian
Ms. Suarez,Mr. Yi,Hispanic,Asian
Mr. Flynn,Ms. Walsh,White,White
Mr. Moreno,Mr. Odonnell,Hispanic,White
Mr. Keyonnie,Mr. Ochoa,Native,Hispanic
Ms. Goldtooth,Ms. Ko,Native,Asian
Mr. Moua,Mr. Yohannes,Asian,Black
Ms. Hensley,Mr. Diop,White,Black
Mr. Sandoval,Ms. Alvarez,Hispanic,Hispanic
Ms. Tam,Mr. Henio,Asian,Native
Mr. Asante,Mr. Cephas,Black,Black
Mr. Sharma,Mr. Ng,Asian,Asian
Ms. Chinana,Mr. Ho,Native,Asian
Mr. Sexton,Mr. Villarreal,White,Hispanic
Ms. Manygoats,Mr. Jensen,Native,White
Mr. Oneill,Ms. Gonzalez,White,Hispanic
Mr. Valenzuela,Mr. Crane,Hispanic,White
Ms. Hoang,Mr. Declay,Asian,Native
Ms. Macias,Mr. Wolfe,Hispanic,White
Mr. Weiss,Ms. Nwosu,White,Black
Mr. Bui,Ms. Molina,Asian,Hispanic
Ms. Nunez,Ms. Frimpong,Hispanic,Black
Mr. Kline,Mr. Littledog,White,Native
Mr. Lo,Mr. Petitfrere,Asian,Black
Ms. Olson,Mr. Weiss,White,White
Mr. Wassillie,Ms. Standingrock,Native,Native
Ms. Moreno,Mr. Juarez,Hispanic,Hispanic
Ms. Cisse,Mr. Sexton,Black,White
Mr. Addo,Ms. Cephas,Black,Black
Ms. Lesane,Ms. Pena,Black,Hispanic
Ms. He,Ms. Secody,Asian,Native
Mr. Hess,Ms. Addo,White,Black
Ms. Bitsui,Mr. Liu,Native,Asian
Mr. Littlewhiteman,Ms. Ma,Native,Asian
Mr. Shaffer,Ms. Cervantes,White,Hispanic
Ms. Owusu,Mr. Castillo,Black,Hispanic
Ms. Asante,Mr. Guo,Black,Asian
Ms. Ochoa,Ms. Gishie,Hispanic,Native
Ms. Ruiz,Ms. Conteh,Hispanic,Black
Ms. Kline,Ms. Mcmahon,White,White
Ms. Flynn,Ms. Ng,White,Asian
Ms. Gupta,Mr. Stout,Asian,White
Mr. Espinoza,Ms. Spottedhorse,Hispanic,Native
Ms. Whiteface,Mr. Olanna,Native,Native
Mr. Sow,Ms. Tsethlikai,Black,Native
Mr. Berger,Ms. Hebert,White,White
Mr. Tabaha,Mr. Guo,Native,Asian
Mr. Secody,Mr. Mensah,Native,Black
Mr. Shaffer,Ms. Stark,White,White
Ms. Gadson,Mr. Tadesse,Black,Black
Mr. Desai,Mr. Kwon,Asian,Asian
Mr. Secatero,Mr. Olsen,Native,White
Ms. Gomez,Mr. Shen,Hispanic,Asian
Ms. Desai,Mr. Gadson,Asian,Black
Ms. Ramirez,Mr. Dorvil,Hispanic,Black
Ms. Tsinnijinnie,Ms. Blackgoat,Native,Native
Mr. Huber,Mr. Ahasteen,White,Native
Mr. Salas,Ms. Escobar,Hispanic,Hispanic
Mr. Keams,Mr. Stein,Native,White
Mr. Dang,Ms. Guerrero,Asian,Hispanic
Ms. Bigcrow,Mr. Declay,Native,Native
Mr. Cowboy,Mr. Salazar,Native,Hispanic
Ms. Gupta,Mr. Diallo,Asian,Black
Mr. Choi,Ms. Rios,Asian,Hispanic
Ms. He,Mr. Hoover,Asian,White
Ms. Estrada,Ms. Bah,Hispanic,Black
Mr. Lozano,Ms. Sanchez,Hispanic,Hispanic
Ms. Metellus,Mr. Diop,Black,Black
Ms. Mayer,Mr. Hoover,White,White
Ms. Straughter,Ms. Munoz,Black,Hispanic
Ms. Foley,Mr. Stout,White,White
Mr. Hebert,Mr. Yoon,White,Asian
Ms. Herrera,Mr. Cabrera,Hispanic,Hispanic
Mr. Tsinnijinnie,Ms. Escobar,Native,Hispanic
Ms. Mora,Mr. Berger,Hispanic,White
Ms. Dorvil,Ms. Zhang,Black,Asian
Mr. Balogun,Mr. Brandt,Black,White
Ms. Gadson,Ms. Morales,Black,Hispanic
Mr. Cheng,Ms. Hanson,Asian,White
Mr. Ruiz,Mr. Conteh,Hispanic,Black
Ms. Mondesir,Ms. Tan,Black,Asian
Ms. Bienaime,Ms. Yepa,Black,Native
Mr. Gallagher,Mr. Vega,White,Hispanic
Mr. Claw,Ms. Weiss,Native,White
Ms. Conrad,Ms. Gutierrez,White,Hispanic
Ms. Figueroa,Mr. Johnston,Hispanic,White
Ms. Lozano,Mr. Tan,Hispanic,Asian
Mr. Zhu,Ms. Zamora,Asian,Hispanic
Ms. Ravenell,Mr. Peck,Black,White
Mr. Keita,Mr. Lopez,Black,Hispanic
Mr. Nez,Ms. Hernandez,Native,Hispanic
Ms. Kebede,Mr. Cervantes,Black,Hispanic
Mr. Berger,Mr. Bullbear,White,Native
Mr. Todacheene,Ms. Donovan,Native,White
Ms. Schaefer,Ms. Wolf,White,White
Mr. Meyer,Ms. Gomez,White,Hispanic
Mr. Her,Ms. Cline,Asian,White
Ms. Bui,Mr. Cisse,Asian,Black
Mr. Russo,Ms. Vazquez,White,Hispanic
Ms. Friedman,Mr. Liu,White,Asian
Mr. Gutierrez,Ms. Warsame,Hispanic,Black
Ms. Lopez,Ms. Talayumptewa,Hispanic,Native
Ms. Coaxum,Ms. Pineda,Black,Hispanic
Mr. Zuniga,Ms. Leung,Hispanic,Asian
Mr. Beyene,Ms. Dorvil,Black,Black
Ms. Robles,Mr. Vargas,Hispanic,Hispanic
Mr. Mcmahon,Ms. Schneider,White,White
Mr. Cayaditto,Ms. Etcitty,Native,Native
Ms. Meza,Ms. Odonnell,Hispanic,White
Mr. Opoku,Ms. Moyer,Black,White
Mr. Gueye,Ms. Calixte,Black,Black
Ms. Dao,Ms. Hoover,Asian,White
Mr. Kameroff,Mr. Hoffman,Native,White
Mr. Soto,Mr. Pena,Hispanic,Hispanic
Mr. Metellus,Mr. Keyonnie,Black,Native
Mr. Henio,Mr. Espinoza,Native,Hispanic
Mr. Birdinground,Ms. Bitsie,Native,Native
Mr. Bangura,Ms. Tessay,Black,Native
Ms. Desai,Ms. Melendez,Asian,Hispanic
Mr. Bangura,Ms. Villarreal,Black,Hispanic
Ms. Parsons,Mr. Lopez,White,Hispanic
Mr. Salinas,Ms. Gonzalez,Hispanic,Hispanic
Ms. Chen,Ms. Brennan,Asian,White
Mr. Keyonnie,Mr. Abdullahi,Native,Black
Ms. Patel,Mr. Zhou,Asian,Asian
Mr. Cephas,Ms. Ojo,Black,Black
Mr. Njoroge,Mr. Cheng,Black,Asian
Mr. Kline,Mr. Edouard,White,Black
Mr. Santana,Mr. Beck,Hispanic,White
Ms. Gishie,Mr. Hahn,Native,White
Mr. Ma,Ms. Alvarez,Asian,Hispanic
Ms. Pan,Ms. Coaxum,Asian,Black
Ms. Munoz,Ms. Hebert,Hispanic,White
Mr. Haskie,Mr. Ibarra,Native,Hispanic
Mr. Estrada,Mr. Nielsen,Hispanic,White
Ms. Molina,Ms. Espinoza,Hispanic,Hispanic
Mr. Calderon,Ms. Larsen,Hispanic,White
Mr. Manigault,Ms. Christensen,Black,White
Mr. Mensah,Mr. Lawal,Black,Black
Ms. Fluellen,Ms. Valenzuela,Black,Hispanic
Ms. Guzman,Ms. Sweeney,Hispanic,White
Mr. Valenzuela,Mr. Petitfrere,Hispanic,Black
Mr. Yellowhair,Ms. Krueger,Native,White
Ms. Vu,Ms. Keller,Asian,White
Ms. Ahasteen,Ms. Sexton,Native,White
Ms. Zimmerman,Ms. Molina,White,Hispanic
Mr. Truong,Mr. Tabaha,Asian,Native
Mr. Benally,Ms. Rivera,Native,Hispanic
Mr. Truong,Mr. Macias,Asian,Hispanic
Ms. Flores,Mr. Weiss,Hispanic,White
Mr. Swanson,Ms. Schwartz,White,White
Ms. Crane,Mr. Berg,White,White
Mr. Jeancharles,Mr. Tsinnijinnie,Black,Native
Mr. Escobar,Ms. Meza,Hispanic,Hispanic
Ms. Calabaza,Ms. Begaye,Native,Native
Ms. Salas,Mr. Escobar,Hispanic,Hispanic
Ms. Gomez,Mr. Mohamud,Hispanic,Black
Mr. Kwon,Ms. Sharma,Asian,Asian
Mr. Schneider,Mr. Claw,White,Native
Mr. Zheng,Ms. Filsaime,Asian,Black
Mr. Chen,Ms. Nez,Asian,Native
Ms. Grandberry,Ms. Lo,Black,Asian
Mr. Alvarado,Ms. Calabaza,Hispanic,Native
Mr. Russo,Mr. Etsitty,White,Native
Mr. Edouard,Ms. Saintlouis,Black,Black
Mr. Aguilar,Ms. Abebe,Hispanic,Black
Ms. Kallestewa,Ms. Opoku,Native,Black
Mr. Fischer,Mr. Jeanfrancois,White,Black
Mr. Ngo,Ms. Mondesir,Asian,Black
Ms. He,Ms. Cheung,Asian,Asian
Ms. Gallegos,Mr. Dominguez,Hispanic,Hispanic
Ms. Salas,Mr. Weber,Hispanic,White
Mr. Zhou,Ms. Vu,Asian,Asian
Ms. Ngo,Ms. Hahn,Asian,White
Mr. Solis,Ms. Kline,Hispanic,White
Mr. Lu,Ms. Tsosie,Asian,Native
Ms. Chu,Mr. Lo,Asian,Asian
Ms. Velasquez,Mr. Chavez,Hispanic,Hispanic
Ms. Orozco,Ms. Sharma,Hispanic,Asian
Mr. Rangel,Ms. Littlelight,Hispanic,Native
Mr. Morse,Mr. Jalloh,White,Black
Ms. Rosales,Ms. Hartman,Hispanic,White
Mr. Do,Mr. Luong,Asian,Asian
Ms. Jeanlouis,Mr. Serrano,Black,Hispanic
Mr. Oh,Ms. Diallo,Asian,Black
Mr. Oconnor,Ms. Rangel,White,Hispanic
Mr. Olson,Mr. Weiss,White,White
Mr. Pineda,Mr. Shen,Hispanic,Asian
Mr. Tsinnie,Mr. Rivas,Native,Hispanic
Ms. Luu,Mr. Weiss,Asian,White
Mr. Fobbs,Ms. Mondesir,Black,Black
Ms. Opoku,Ms. Barrera,Black,Hispanic
Mr. Shen,Ms. Nielsen,Asian,White
Mr. Warsame,Ms. Tam,Black,Asian
Mr. Arias,Mr. Nez,Hispanic,Native
Mr. Zamora,Ms. Galvan,Hispanic,Hispanic
Mr. Krueger,Ms. Asare,White,Black
Mr. Walkingeagle,Mr. Chowdhury,Native,Asian
Mr. Fischer,Mr. Meyer,White,White
Mr. Abebe,Mr. Martinez,Black,Hispanic
Ms. Garcia,Ms. Dayzie,Hispanic,Native
Ms. Boyle,Ms. Sexton,White,White
Ms. Juarez,Ms. Jeancharles,Hispanic,Black
Mr. Bangura,Ms. Koroma,Black,Black
Ms. Hernandez,Ms. Keita,Hispanic,Black
Mr. Munoz,Ms. Chasinghawk,Hispanic,Native
Ms. Jama,Mr. Mensah,Black,Black
Ms. Ganadonegro,Mr. Cosay,Native,Native
Mr. Standingrock,Mr. Soto,Native,Hispanic
Mr. Leung,Mr. Berg,Asian,White
Ms. Sesay,Ms. Delgado,Black,Hispanic
Ms. Schneider,Ms. Schwartz,White,White
Ms. Lozano,Ms. Tan,Hispanic,Asian
Ms. Cayaditto,Ms. Castillo,Native,Hispanic
Ms. Jeanpierre,Ms. Suarez,Black,Hispanic
Mr. Dosela,Mr. Osei,Native,Black
Ms. Henio,Mr. Stark,Native,White
Mr. Phan,Ms. Saintlouis,Asian,Black
Mr. Attakai,Mr. Blankenship,Native,White
Mr. Claw,Ms. Castillo,Native,Hispanic
Ms. Crane,Mr. Campos,White,Hispanic
Mr. Yang,Ms. Hess,Asian,White
Ms. Figueroa,Ms. Goldtooth,Hispanic,Native
Mr. Atcitty,Ms. Howe,Native,White
Ms. Prophete,Ms. Cayaditto,Black,Native
Ms. Sun,Ms. Secody,Asian,Native
Ms. Solis,Ms. Tapaha,Hispanic,Native
Ms. Becker,Ms. Tapaha,White,Native
Mr. Zheng,Mr. Klein,Asian,White
Mr. Twobulls,Ms. Jacobson,Native,White
Ms. Becker,Ms. Christensen,White,White
Ms. Gao,Mr. Vega,Asian,Hispanic
Mr. Diaz,Ms. Bitsilly,Hispanic,Native
Mr. Jeanbaptiste,Ms. Tan,Black,Asian
Ms. Jeanjacques,Ms. Chery,Black,Black
Mr. Bitsuie,Ms. Tesfaye,Native,Black
Ms. Begaye,Ms. Gao,Native,Asian
Mr. Bitsui,Mr. Gishie,Native,Native
Mr. Hailu,Mr. Notah,Black,Native
Ms. Prioleau,Ms. Kanuho,Black,Native
Ms. Ochoa,Ms. Thai,Hispanic,Asian
Mr. Liang,Ms. Begay,Asian,Native
Mr. Cline,Ms. Brennan,White,White
Mr. Lozano,Ms. Tan,Hispanic,Asian
Ms. Oconnor,Ms. Dinh,White,Asian
Mr. Yoder,Ms. Thai,White,Asian
Ms. Hyppolite,Ms. Ravenell,Black,Black
Ms. Jama,Ms. Dinh,Black,Asian
Mr. Smalls,Ms. Lozano,Black,Hispanic
Mr. Ojo,Ms. Prophete,Black,Black
Ms. Jiang,Ms. Yellowman,Asian,Native
Mr. Jensen,Mr. Oconnor,White,White
Mr. Bangura,Ms. Hanson,Black,White
Mr. Bedonie,Mr. Wassillie,Native,Native
Mr. Blackhorse,Mr. Smalls,Native,Black
Mr. Poorbear,Ms. Fofana,Native,Black
Mr. Yan,Mr. Mueller,Asian,White
Mr. Ibarra,Ms. Avila,Hispanic,Hispanic
Ms. Zimmerman,Mr. Kidane,White,Black
Ms. Boyle,Ms. Bitsuie,White,Native
Mr. Hess,Ms. Morse,White,White
Ms. Secody,Ms. Nez,Native,Native
Ms. Roanhorse,Mr. Case,Native,White
Ms. Yellowman,Mr. Thai,Native,Asian
Mr. Suarez,Ms. Flynn,Hispanic,White
Ms. Owusu,Mr. Yoo,Black,Asian
Mr. Chavez,Ms. Yellowhair,Hispanic,Native
Mr. Hoover,Mr. Velasquez,White,Hispanic
Ms. Cho,Mr. Yoder,Asian,White
Ms. Mayweather,Mr. Mekonnen,Black,Black
Mr. Yi,Ms. Hebert,Asian,White
Mr. Salinas,Ms. Belizaire,Hispanic,Black
Ms. Shah,Ms. Cline,Asian,White
Ms. Alvarez,Ms. Schultz,Hispanic,White
Ms. Mueller,Ms. Garcia,White,Hispanic
Mr. Grandberry,Ms. Carlson,Black,White
Ms. Kamara,Ms. Serrano,Black,Hispanic
Mr. Herrera,Mr. Calabaza,Hispanic,Native
Ms. Larsen,Mr. Zamora,White,Hispanic
Ms. Ryan,Mr. Abdullahi,White,Black
Ms. Hansen,Mr. Flynn,White,White
Ms. Wigfall,Ms. Ochoa,Black,Hispanic
Mr. Ojo,Mr. Gomez,Black,Hispanic
Mr. Zimmerman,Mr. Su,White,Asian
Ms. Dorvil,Mr. Zhang,Black,Asian
Ms. Cho,Ms. Phan,Asian,Asian
Mr. Vega,Ms. Abebe,Hispanic,Black
Mr. Hardnett,Mr. Kanuho,Black,Native
Ms. Duong,Mr. Benally,Asian,Native
Mr. Filsaime,Mr. Stein,Black,White
Mr. Becenti,Ms. Trevino,Native,Hispanic
Ms. Spottedeagle,Ms. Ryan,Native,White
Mr. Shin,Ms. Huynh,Asian,Asian
Mr. Bah,Mr. Le,Black,Asian
Ms. Tadesse,Mr. Yi,Black,Asian
Mr. Begay,Ms. Zhang,Native,Asian
Ms. Chiu,Ms. Bauer,Asian,White
Ms. Liang,Ms. Ma,Asian,Asian
Mr. Bienaime,Mr. Larson,Black,White
Ms. Aguilar,Ms. Suarez,Hispanic,Hispanic
Ms. Walsh,Ms. Yan,White,Asian
Mr. Yoo,Ms. Atcitty,Asian,Native
Ms. Rodriguez,Mr. Lu,Hispanic,Asian
Ms. Sesay,Ms. Sow,Black,Black
Mr. Attakai,Mr. Xu,Native,Asian
Mr. Rangel,Mr. Koch,Hispanic,White
Ms. Herrera,Mr. Desir,Hispanic,Black
Mr. Mwangi,Mr. Liu,Black,Asian
Ms. Huang,Ms. Serrano,Asian,Hispanic
Mr. Gao,Ms. Russo,Asian,White
Ms. Ngo,Ms. Mondesir,Asian,Black
Ms. Christensen,Ms. Ruiz,White,Hispanic
Mr. Diop,Ms. Gallegos,Black,Hispanic
Mr. Heavyrunner,Mr. Filsaime,Native,Black
Ms. Okafor,Mr. Whiteface,Black,Native
Ms. Standingrock,Mr. Soto,Native,Hispanic
Ms. Smalls,Mr. Lozano,Black,Hispanic
Ms. Bartlett,Mr. Pena,White,Hispanic
Ms. Diop,Mr. Vang,Black,Asian
Ms. Kaur,Mr. Barrera,Asian,Hispanic
Mr. Nielsen,Mr. Clitso,White,Native
Mr. Mccarthy,Ms. Beyene,White,Black
Mr. Vassell,Mr. Addo,Black,Black
Ms. Yan,Ms. Gallegos,Asian,Hispanic
Ms. Hurley,Mr. Dang,White,Asian
Ms. Juarez,Mr. Cayaditto,Hispanic,Native
Ms. Rios,Mr. Dorvil,Hispanic,Black
Ms. Frimpong,Mr. Arias,Black,Hispanic
Ms. Xu,Mr. Mejia,Asian,Hispanic
Ms. Zhao,Mr. Arias,Asian,Hispanic
Mr. Castillo,Ms. Peck,Hispanic,White
Ms. Yellowhair,Mr. Vargas,Native,Hispanic
Mr. Ganadonegro,Mr. Cosay,Native,Native
Mr. Mehta,Ms. Lara,Asian,Hispanic
Mr. Bui,Ms. Tang,Asian,Asian
Mr. Garcia,Mr. Vega,Hispanic,Hispanic
Ms. Abebe,Mr. Martinez,Black,Hispanic
Ms. Lu,Mr. Cabrera,Asian,Hispanic
Ms. Keyonnie,Mr. Pan,Native,Asian
Ms. Kline,Mr. Littledog,White,Native
Ms. Clitso,Mr. Abebe,Native,Black
Ms. Berger,Ms. Zhao,White,Asian
Mr. Abdullahi,Ms. Castaneda,Black,Hispanic
Mr. Opoku,Ms. Mehta,Black,Asian
Ms. Russo,Ms. Kwon,White,Asian
Ms. Morales,Mr. Peshlakai,Hispanic,Native
Mr. Ma,Mr. Alvarez,Asian,Hispanic
Mr. Twobulls,Ms. Manigault,Native,Black
Mr. Marquez,Mr. Adjei,Hispanic,Black
Ms. Krueger,Mr. Asare,White,Black
Mr. Garza,Mr. Luu,Hispanic,Asian
Ms. Moreno,Ms. Huynh,Hispanic,Asian
Mr. Alvarez,Mr. Heavyrunner,Hispanic,Native
Mr. Beyale,Mr. Asare,Native,Black
Ms. Pierrelouis,Ms. Ortega,Black,Hispanic
Ms. Littlelight,Ms. Chery,Native,Black
Mr. Kim,Ms. Crane,Asian,White
Mr. Torres,Ms. Schaefer,Hispanic,White
Ms. Ortiz,Ms. Klein,Hispanic,White
Mr. Gishie,Ms. Jeanpierre,Native,Black
Mr. Jeancharles,Mr. Ly,Black,Asian
Ms. Leaks,Ms. Morse,Black,White
Mr. Vue,Ms. Mendez,Asian,Hispanic
Mr. Krueger,Mr. Asare,White,Black
Mr. Cephas,Mr. Begay,Black,Native
Mr. Roanhorse,Mr. Lim,Native,Asian
Mr. Tsosie,Ms. Rivera,Native,Hispanic
Ms. Littlewhiteman,Ms. Beyene,Native,Black
Ms. Cheung,Mr. Etsitty,Asian,Native
Mr. Littledog,Mr. Whitehat,Native,Native
Mr. Belizaire,Ms. Saintil,Black,Black
Mr. Wu,Ms. Goseyun,Asian,Native
Mr. Lara,Ms. Chasinghawk,Hispanic,Native
Ms. Etsitty,Ms. Secody,Native,Native
Ms. Ngo,Mr. Hahn,Asian,White
Mr. Her,Mr. Cline,Asian,White
Mr. Keita,Mr. Ho,Black,Asian
Mr. Notafraid,Ms. Ruiz,Native,Hispanic
Mr. Villarreal,Ms. Njoroge,Hispanic,Black
Mr. Birdinground,Mr. Sharma,Native,Asian
Mr. Kidane,Ms. Arcoren,Black,Native
Mr. Salazar,Ms. Reilly,Hispanic,White
Mr. Zheng,Mr. Sanchez,Asian,Hispanic
Mr. Oconnor,Mr. Dinh,White,Asian
Mr. Hoffman,Mr. Dong,White,Asian
Ms. Tadesse,Mr. Ravenell,Black,Black
Ms. Lor,Mr. Yellowman,Asian,Native
Ms. Tran,Ms. Diaz,Asian,Hispanic
Mr. Cosay,Mr. Yellowhair,Native,Native
Mr. Weber,Mr. Ho,White,Asian
Mr. Guzman,Mr. Tran,Hispanic,Asian
Mr. Roanhorse,Ms. Lim,Native,Asian
